id,ra,dec,redshift,mag_u,mag_g,mag_r,mag_i,mag_z,deVRad_r,deVAB_r,expRad_r,expAB_r,stellar_mass,votes,p_el_debiased,p_cs_debiased,spiral,elliptical,uncertain
588848899366518000,158.81302,-0.54158222,0.160006,20.325066,18.448654,17.367979,16.926241,16.63069,1.880103,0.856327,1.176081,0.861084,11.029232,59,0.64300001,0.32100001,0,0,1
588848898829320000,158.03507,-0.9373411,0.086181,18.817846,17.36249,16.718864,16.274412,16.0797,1.443729,0.677003,0.98083,0.705655,10.556571,50,0.69999999,0.18000001,0,0,1
587728947977322000,158.03537,-0.64204342,0.055213,18.246145,16.996033,16.457729,16.160368,15.977029,15.350576,0.567232,5.293956,0.57489,10.033649,48,0.193,0.708,0,0,1
588848899903127000,158.13045,-0.10657602,0.065102,19.21286,17.63637,16.91168,16.59,16.319046,0.919732,0.370009,0.942305,0.403732,10.180615,30,0.60000002,0.233,0,0,1
588848899365798000,157.20484,-0.56368878,0.115103,19.652367,18.047857,17.276155,16.897043,16.596891,6.312311,0.735067,2.789603,0.757132,10.603479,59,0.204,0.68300003,0,0,1
587728947976929000,157.15363,-0.72066525,0.218304,17.594397,17.713753,17.50102,17.040646,17.118462,0.472123,0.594998,0.42021,0.693196,10.920879,65,0.36899999,0.077,0,0,1
587728307486720000,157.12061,1.2498668,0.022316,17.943151,16.924515,16.553541,16.349775,16.193947,9.962158,0.270898,4.565144,0.303676,8.964509,41,0.193,0.75599998,0,0,1
587728949587280000,156.53509,0.59301574,0.099145,19.305428,18.076265,17.488308,17.157362,16.922705,7.172959,0.656113,3.041248,0.680386,10.228521,47,0.212,0.653,0,0,1
587728949587673000,157.48019,0.43113638,0.097028,19.916742,17.864208,16.923279,16.490234,16.136065,2.003397,0.867403,1.229271,0.888049,10.839747,28,0.57700002,0.31099999,0,0,1
588848900976607000,157.6012,0.63711293,0.028893,17.570164,16.671888,16.297134,16.110632,15.95382,3.296594,0.750338,1.917372,0.753588,9.327822,30,0.63300002,0.1,0,0,1
588848900439801000,157.72454,0.31889344,0.144044,20.098019,18.197454,17.089409,16.615595,16.256254,2.016056,0.586152,1.257673,0.629273,11.168818,31,0.87800002,0.087,0,0,1
587726031165128000,157.95378,1.1229525,0.096949,19.159502,17.712168,16.912731,16.473345,16.227398,2.639536,0.564438,1.772714,0.556254,10.713529,28,0.36000001,0.63999999,1,0,0
588848901513805000,158.33909,1.0534019,0.096507,19.477467,17.617701,16.664194,16.277819,15.937711,1.587355,0.751488,1.053931,0.788252,10.852366,22,0.85799998,0.096,0,0,1
588848900440129000,158.50361,0.2265668,0.184217,20.376467,18.341421,17.228199,16.782257,16.472662,2.297045,0.59084,1.319023,0.608292,11.199658,50,0.45699999,0.16599999,0,0,1
587728949051326000,158.6831,0.16292412,0.064723,19.372263,17.770039,17.081547,16.679064,16.471907,1.031251,0.630276,0.86085,0.670521,10.199522,26,0.68099999,0.088,0,0,1
587728949588263000,158.75264,0.59414896,0.066021,18.89039,16.95455,16.129696,15.736382,15.43277,3.28482,0.806906,1.854481,0.773978,10.702728,20,0.94999999,0,0,1,0
587728947441369000,160.09367,-1.0626033,0.080683,20.67238,18.472128,17.581919,17.148499,16.810915,3.454309,0.143583,2.340292,0.191973,10.531322,26,7.00E-03,0.99299997,1,0,0
587728947978305000,160.25733,-0.74632851,0.138387,20.510773,18.228266,17.094444,16.652912,16.308731,0.85687,0.999966,0.845232,0.999893,11.336521,49,0.94599998,0.033,0,1,0
588848899904110000,160.49605,-0.07704608,0.113008,19.214577,17.769506,16.829344,16.42985,16.077097,4.730721,0.397114,2.462595,0.419657,10.899199,63,0.044,0.93699998,1,0,0
587728948515111000,160.17037,-0.31782159,0.134106,19.599474,17.657444,16.569756,16.110159,15.746655,3.012892,0.740213,1.596078,0.786224,11.371619,62,0.88700002,0,0,1,0
588848899367043000,160.03427,-0.42164873,0.133049,19.01968,17.494637,16.69615,16.318254,16.064024,12.240406,0.681949,4.330776,0.714888,10.844234,30,0.015,0.98500001,1,0,0
588848899903848000,159.90146,-0.14721206,0.094787,19.187321,17.332815,16.384928,15.971329,15.624398,2.884628,0.745734,1.628919,0.780749,10.979658,31,0.63700002,0.36300001,1,0,0
588848899903783000,159.6316,-0.0649083,0.064,18.382463,17.339687,16.877102,16.575457,16.424377,15.692932,0.267965,5.591794,0.331098,9.937912,38,0,0.78899997,0,0,1
588848899366846000,159.58211,-0.53608144,0.124431,20.27552,18.181267,17.120872,16.693916,16.359074,2.002256,0.489951,1.436869,0.512208,10.963958,29,0.72100002,0.139,0,0,1
588848899366781000,159.32867,-0.45282789,0.096734,19.684139,17.798439,16.873178,16.497118,16.134535,1.561104,0.825437,1.007918,0.87149,10.749457,73,0.70300001,0.156,0,0,1
588848899366781000,159.34489,-0.51347781,0.113904,19.07375,17.720009,16.993647,16.579556,16.304686,7.865799,0.244913,3.930472,0.265917,10.793432,37,0.036,0.93199998,1,0,0
588848901514133000,159.0308,1.1226321,0.115878,20.189468,18.454262,17.591051,17.249718,16.964045,1.244636,0.374624,1.020027,0.444323,10.473165,42,0.676,0.18099999,0,0,1
587728950125265000,159.11222,1.0298011,0.119159,20.19142,17.810314,16.796564,16.360586,16.022978,3.858264,0.608657,2.213617,0.614427,11.083179,26,0.75199997,0.14,0,0,1
588848900440195000,158.63393,0.3416293,0.151277,20.10585,18.363798,17.311831,16.838533,16.517889,2.209477,0.729402,1.428655,0.71581,11.032135,26,0.73900002,0.17200001,0,0,1
587728950125396000,159.41269,0.91704473,0.095225,19.607969,17.94245,17.143564,16.698416,16.367779,7.939319,0.321769,3.398083,0.376438,10.637671,21,0.132,0.79699999,0,0,1
587728950125461000,159.56524,1.010042,0.13122,18.793005,17.449213,16.694393,16.357769,16.091543,7.380084,0.8973,3.050004,0.919807,10.91484,23,0.43399999,0.46599999,0,0,1
587728949588721000,159.84523,0.56547803,0.097292,19.613438,17.756182,16.680902,16.149544,15.712952,9.154483,0.205838,4.138002,0.262486,11.178657,33,0.023,0.977,1,0,0
588848901514526000,159.99924,1.1188633,0.150561,19.604959,18.013834,16.975069,16.547638,16.219124,3.427158,0.834852,1.554976,0.840094,11.149698,28,0.20100001,0.67299998,0,0,1
587728307488030000,160.02884,1.2518299,0.129368,19.400282,18.125614,17.391766,17.066486,16.875416,1.87392,0.992643,1.21391,0.96691,10.492502,28,0.48699999,0.18799999,0,0,1
587728950125592000,159.84152,1.0094261,0.111224,19.532757,17.54714,16.573359,16.183825,15.854482,2.236019,0.825158,1.268313,0.883453,11.002428,28,0.87900001,0.082,0,0,1
588848900977721000,160.12609,0.72652051,0.133196,20.307222,18.424425,17.39588,16.935928,16.615009,3.161577,0.589004,1.786124,0.61381,10.969839,49,0.35800001,0.257,0,0,1
587728949588983000,160.34647,0.57171293,0.113996,19.391932,17.942369,17.147512,16.736504,16.434669,1.858397,0.756592,1.225863,0.746585,10.737508,54,0.27399999,0.59500003,0,0,1
587728950125789000,160.2473,0.95896106,0.07252,19.135887,17.228268,16.346718,15.958694,15.652046,2.33394,0.756064,1.551889,0.762621,10.691433,37,0.708,0.292,0,0,1
588848900977983000,160.73033,0.72652668,0.150127,20.567905,18.551817,17.479689,17.06349,16.74177,3.095257,0.64757,1.604484,0.66219,10.865255,53,0.28200001,0.37099999,0,0,1
588848900441112000,160.81279,0.22058811,0.046968,18.179111,17.082825,16.752914,16.573513,16.510372,7.381336,0.774606,2.980751,0.807414,9.37451,43,0.125,0.41800001,0,0,1
588848900441178000,160.84801,0.35426088,0.081756,19.294891,18.05283,17.507891,17.129564,16.943377,11.589539,0.207529,4.64159,0.234498,9.987277,24,0.028,0.972,1,0,0
587728950125985000,160.64299,0.93709098,0.115701,19.897907,17.517612,16.5877,16.183157,15.852834,7.61181,0.484547,3.061925,0.521006,11.030766,29,0.19,0.414,0,0,1
587728950125985000,160.65316,1.0269549,0.096598,20.291769,18.701525,17.770935,17.310335,17.12998,1.814435,0.517597,1.097977,0.581707,10.523975,31,0.164,0.32100001,0,0,1
587728947979288000,162.50278,-0.83055352,0.107238,19.66309,17.942232,17.096252,16.728849,16.36241,3.936369,0.675771,2.032549,0.684651,10.647204,26,0.48300001,0.51700002,0,0,1
587728947979354000,162.63017,-0.79767291,0.037633,17.227755,16.252371,15.864481,15.625193,15.434369,4.73908,0.451567,2.952622,0.455004,9.797443,48,0.479,0.43799999,0,0,1
587728948516225000,162.65162,-0.36367168,0.09406,19.2195,17.799704,17.096874,16.75806,16.451506,9.966481,0.586,3.981305,0.587839,10.434896,30,0.02,0.98000002,1,0,0
588848898830958000,161.78276,-1.0412459,0.126191,19.529442,18.165417,17.371861,16.956423,16.629845,5.698172,0.399984,2.674582,0.460837,10.751481,57,0.055,0.898,1,0,0
587728948516094000,162.31317,-0.41269006,0.063078,18.224499,16.918518,16.316353,15.985785,15.754753,15.504889,0.366033,5.998723,0.395969,10.337947,32,0.011,0.89399999,1,0,0
588848898830827000,161.48718,-0.87925228,0.086217,19.345144,17.432716,16.598072,16.200684,15.89294,2.278553,0.693214,1.549033,0.669688,10.733378,34,0.60299999,0.28999999,0,0,1
588848899904831000,162.08271,-0.02197192,0.0388,17.326172,16.072422,15.533705,15.232295,15.063378,19.64883,0.875642,7.193122,0.869075,10.10242,29,0,1,1,0,0
588848899904634000,161.71525,-0.10855405,0.04001,17.366386,15.442117,14.606208,14.18903,13.858431,9.229972,0.401697,5.900056,0.390346,10.899069,23,0.44,0.56,0,0,1
587728949052571000,161.51414,0.14683511,0.063414,18.129459,16.96224,16.576561,16.320127,16.208065,16.417425,0.894153,5.441875,0.879086,9.915936,50,0.07,0.91000003,1,0,0
588848899904503000,161.27255,-0.16080877,0.127449,20.324623,18.550953,17.529053,17.099033,16.770054,1.665928,0.675065,1.209558,0.66582,10.78789,52,0.25299999,0.59399998,0,0,1
588848899904503000,161.33071,-0.12915427,0.127313,20.002337,18.218744,17.20779,16.80831,16.470745,1.6475,0.87715,1.043901,0.896271,10.884239,38,0.484,0.39399999,0,0,1
587728947441696000,160.81051,-1.0873827,0.038264,17.621485,16.278065,15.656957,15.296371,15.000154,8.587683,0.43283,4.382136,0.419824,10.2541,74,0.45500001,0.44999999,0,0,1
587728948515438000,160.88892,-0.27000198,0.07471,19.491142,17.674702,16.881697,16.517832,16.224543,1.431047,0.867124,1.015105,0.87144,10.413992,60,0.671,0.176,0,0,1
587728950125986000,160.7587,0.9532548,0.115886,19.228239,18.188114,17.580091,17.217382,16.949871,2.212143,0.999909,1.370137,0.999328,10.456676,32,0.43599999,0.5,0,0,1
587728950126117000,160.97235,1.0079841,0.116473,19.202541,17.173626,16.162016,15.741396,15.373816,4.013326,0.694178,1.988318,0.776953,11.296182,34,0.89600003,0.044,0,1,0
587728950126117000,160.98544,0.99166535,0.080818,18.433197,17.497341,17.108126,16.832752,16.722755,6.37371,0.860843,2.692266,0.855989,9.942696,33,0.119,0.59399998,0,0,1
587728949589180000,160.85126,0.45499289,0.140129,20.408949,18.509233,17.464552,17.007967,16.673756,2.024142,0.910497,1.227112,0.875388,10.928126,42,0.46399999,0.41499999,0,0,1
587728950126182000,161.22957,0.94878765,0.115347,19.298592,17.471596,16.495495,16.019594,15.723958,2.290866,0.978757,1.472383,0.923378,11.139661,59,0.89700001,0.049,0,0,1
588848900441440000,161.42132,0.37431919,0.161146,20.046579,18.334173,17.490662,17.030111,16.728676,6.478559,0.299839,3.293843,0.332131,10.992592,65,0.087,0.86799997,1,0,0
588848900978311000,161.44903,0.7544428,0.066806,18.976603,17.797792,17.28351,16.966995,16.782579,5.543003,0.950211,2.360629,0.962916,9.867145,29,0.25999999,0.68099999,0,0,1
587728949589442000,161.4765,0.60237952,0.07168,18.382744,16.408194,15.483923,15.035005,14.692203,4.447512,0.842229,2.360718,0.834027,11.158496,37,1,0,0,1,0
587728949589442000,161.47109,0.52430262,0.076403,19.833611,18.294031,17.887478,17.164507,16.859848,5.075476,0.399929,2.499281,0.43518,10.109335,34,0.32300001,0.44800001,0,0,1
587728950126575000,162.07003,1.0102272,0.106375,19.310917,17.507656,16.604546,16.18648,15.840652,3.024823,0.999923,1.674511,0.999865,10.967531,59,0.52999997,0.33399999,0,0,1
587728950126575000,162.04116,0.95467451,0.10616,19.66078,17.806993,16.935112,16.569111,16.272457,1.258487,0.985464,0.975594,0.986769,10.69956,33,0.90700001,0.033,0,1,0
587728950126575000,161.99737,1.0046585,0.105139,19.538837,17.668646,16.732006,16.325565,16.004025,2.130442,0.827981,1.332303,0.886998,10.886487,31,0.63200003,0.23999999,0,0,1
587728950126706000,162.36964,1.0272005,0.104655,19.943405,18.064032,17.144356,16.719719,16.351944,1.505539,0.740734,1.065237,0.76311,10.747697,23,0.82700002,0.12800001,0,0,1
587728950126706000,162.35173,0.91614224,0.038595,18.004932,16.798338,16.190977,15.796204,15.507958,8.259006,0.246981,4.420642,0.265507,10.111224,21,0.20200001,0.75,0,0,1
588848898831876000,163.81591,-0.92810172,0.051764,18.713499,16.896076,16.000088,15.551905,15.186033,9.610373,0.249994,4.824759,0.266054,10.635822,34,0.047,0.92199999,1,0,0
588848899905683000,163.98727,-5.12E-03,0.026092,17.426947,16.307194,15.886298,15.683388,15.496821,14.022326,0.413029,5.884429,0.409845,9.427157,27,0.169,0.83099997,1,0,0
588848898831745000,163.58165,-0.84795132,0.074336,20.118496,18.41283,17.630848,17.259789,16.98584,1.542589,0.568165,1.174327,0.628785,10.094152,35,0.48199999,0.35600001,0,0,1
587728947979681000,163.4746,-0.63851726,0.073169,19.646656,17.909809,16.780233,16.228031,15.683481,5.412634,0.335241,2.849424,0.357847,10.99747,25,8.00E-03,0.95099998,1,0,0
588848899368616000,163.52833,-0.41981975,0.09261,19.071787,17.442501,16.559635,15.998544,15.611311,1.804048,0.633614,1.424692,0.633796,11.22791,53,0.27200001,0.634,1,0,0
587728948516552000,163.33214,-0.32788021,0.075519,18.679813,17.547153,17.080875,16.722094,16.495882,15.349642,0.156095,6.459153,0.174886,10.13173,30,1.00E-02,0.99000001,1,0,0
587728947979550000,163.03918,-0.65835256,0.09458,20.941216,18.904522,17.855659,17.317894,16.85269,5.504139,0.243664,2.737259,0.288836,10.737785,28,0.052,0.89999998,1,0,0
588848899905290000,163.10837,-0.1199055,0.149905,19.488049,18.092533,17.250628,16.836082,16.565685,1.240285,0.690248,0.889733,0.770884,10.887898,33,0.75800002,0.182,0,0,1
588848898831548000,163.09036,-0.8435993,0.083866,18.821108,17.845098,17.502295,17.221073,17.172169,2.700536,0.997595,1.491661,0.985899,9.720222,34,0.32499999,0.50599998,0,0,1
587728948516159000,162.53795,-0.29678498,0.096091,18.564308,16.783106,15.884414,15.473567,15.166056,6.786956,0.680829,3.679358,0.678712,11.12524,56,0.396,0.60399997,0,0,1
588848898831155000,162.28948,-0.9085465,0.038042,18.433514,16.664671,15.827932,15.418141,15.099644,3.38622,0.790751,1.898569,0.791218,10.350268,30,1,0,0,1,0
587728950126706000,162.28246,1.0304625,0.106029,19.213287,17.24407,16.300266,15.877111,15.517526,2.474408,0.843225,1.540186,0.824481,11.114684,33,0.73100001,0.169,0,0,1
587728950127100000,163.28808,0.91600952,0.097241,19.70406,17.978012,17.097,16.608852,16.278467,7.102928,0.212548,3.915995,0.213577,10.818574,29,0.032,0.81599998,0,0,1
587728950127493000,164.09156,1.0474487,0.068112,18.047346,16.933933,16.424816,16.10302,15.929631,12.524483,0.836114,5.554429,0.8378,10.281146,47,0.013,0.98699999,1,0,0
588848900442685000,164.28625,0.40952541,0.095571,19.198332,17.913698,17.227484,16.82929,16.54784,5.611677,0.367398,2.900068,0.391928,10.501491,56,0.139,0.75800002,1,0,0
588848900442751000,164.41717,0.33928601,0.082279,18.96769,17.507847,16.773106,16.380033,16.115112,7.938724,0.469127,3.583791,0.482548,10.526569,32,0.095,0.90499997,1,0,0
588848900979556000,164.37646,0.706138,0.08506,18.76181,17.462551,16.794428,16.420509,16.145399,7.578457,0.549271,3.141623,0.563285,10.498392,27,0.15800001,0.84200001,1,0,0
588848900979556000,164.33978,0.82985092,0.103583,19.74263,17.732824,16.780468,16.365463,16.014194,2.443945,0.629823,1.772999,0.631721,10.913501,63,0.514,0.46200001,1,0,0
588848900442751000,164.51893,0.39668469,0.077042,19.152803,17.324591,16.436268,15.964851,15.629541,4.415454,0.549888,2.473125,0.560308,10.828526,27,0.345,0.484,0,0,1
588848898832662000,165.7116,-0.88427449,0.048398,19.690081,17.99472,17.191099,16.763966,16.406622,4.126626,0.273617,2.431506,0.314649,10.038808,62,0.296,0.66900003,0,0,1
587722982807634000,165.93157,-0.23976962,0.083872,19.983562,18.387302,17.576414,17.174658,16.851391,0.937811,0.841125,0.667278,0.887126,10.331943,58,0.50300002,0.366,0,0,1
587722982807437000,165.42247,-0.35802084,0.173698,20.332163,18.274366,17.082186,16.615179,16.25021,2.715108,0.480613,1.630671,0.521686,11.345858,29,0.59299999,0.331,0,0,1
587722982270435000,165.11232,-0.83675899,0.156454,20.351606,18.34164,17.211746,16.779125,16.391703,1.96193,0.770503,1.226006,0.771921,11.153031,37,0.83600003,0.126,0,0,1
587722982270304000,164.76761,-0.82513566,0.150149,20.910912,18.675137,17.481552,16.973675,16.579037,2.111691,0.606911,1.222818,0.624472,11.185873,59,0.44100001,0.303,0,0,1
588848898832269000,164.82849,-0.96319493,0.092232,19.366863,18.221453,17.564917,17.217728,17.02804,1.548366,0.987888,1.002455,0.997749,10.184179,24,0.33500001,0.41999999,0,0,1
588848898832007000,164.12607,-0.84852888,0.075525,19.063509,17.136553,16.26306,15.867332,15.56268,2.216031,0.794949,1.474003,0.814132,10.778114,28,0.67799997,0.28600001,0,0,1
587728950127558000,164.3128,1.0303475,0.123698,20.089041,18.341915,17.390276,16.912359,16.547522,7.631086,0.20751,3.722663,0.255279,10.924008,33,0.035,0.96499997,1,0,0
588848901516623000,164.82438,1.1534874,0.039486,16.486671,14.711037,13.955234,13.607697,13.322166,4.943473,0.978102,3.689786,0.966073,11.005319,75,0.926,0.02,0,1,0
587722984417787000,164.80355,0.99046422,0.123618,19.796791,17.971832,17.004114,16.593821,16.263735,1.836464,0.853779,1.236319,0.893635,10.932673,36,0.477,0.47999999,1,0,0
588848900443209000,165.56018,0.27480049,0.112065,19.507219,17.715061,16.736715,16.326674,16.004318,3.224811,0.292846,2.075102,0.325493,11.034002,55,0.33399999,0.64499998,1,0,0
587722984418508000,166.43157,0.84393313,0.122871,19.240469,17.416151,16.410269,16.013964,15.650564,2.115253,0.823316,1.291326,0.855846,11.241949,30,0.84200001,0.123,0,1,0
587722983344832000,166.65602,0.14660701,0.114084,20.544735,18.433403,17.389391,16.961069,16.546705,1.552449,0.431136,1.194607,0.460782,10.844636,32,0.405,0.50599998,0,0,1
588848898833645000,167.97382,-0.86710415,0.063044,19.536678,18.120523,17.531452,17.214437,17.016819,6.596281,0.487975,2.866344,0.523723,9.772025,27,0.20200001,0.79799998,1,0,0
588848898833580000,167.75253,-0.89300905,0.090427,17.611567,16.030996,15.247829,14.730889,14.456317,6.971509,0.469806,3.744949,0.46896,11.401729,67,0.43000001,0.16599999,0,0,1
587722981734613000,167.55123,-1.0560847,0.108878,18.97295,17.829916,17.293905,16.912748,16.723997,4.73361,0.851407,2.020835,0.883911,10.185789,22,0.40900001,0,0,0,1
587722982271484000,167.49431,-0.78149654,0.116713,19.997297,17.938742,17.085567,16.728712,16.449303,3.785316,0.889147,1.913013,0.917407,10.843508,27,0.164,0.74299997,0,0,1
587722982808617000,168.06332,-0.2573177,0.123834,21.254189,18.742699,17.695423,17.232655,16.880745,0.931389,0.525456,0.798385,0.557842,10.82918,57,0.175,0.083,0,0,1
587722982808617000,168.09242,-0.25538229,0.123845,18.508926,16.947311,16.063456,15.609454,15.299005,4.171684,0.436907,2.45427,0.455598,11.367158,27,0.25799999,0.74199998,0,0,1
587722982271287000,167.14635,-0.76926025,0.18516,20.564337,18.693682,17.534698,17.090345,16.765335,1.430388,0.218348,1.22407,0.273671,11.157277,33,0.53899997,0.428,0,0,1
587722983345225000,167.52351,0.01811671,0.092305,19.732635,18.021381,17.151115,16.792339,16.484777,1.352878,0.829864,0.980794,0.841466,10.574464,50,0.493,0.324,0,0,1
587722982808354000,167.50986,-0.25849759,0.20131,20.571173,19.054338,17.736807,17.256792,16.921654,1.761906,0.623051,1.01412,0.663078,11.286365,32,0.70099998,0.103,0,0,1
587722982808223000,167.23898,-0.35466459,0.112176,20.594837,18.586292,17.562904,17.098339,16.674417,3.106387,0.231193,1.919253,0.270518,10.803102,28,0.021,0.89499998,1,0,0
587722982271156000,166.82874,-0.69948416,0.108381,19.292065,18.006538,17.377363,17.050892,16.839991,8.9819,0.549453,3.505877,0.595436,10.393349,31,0.193,0.75400001,0,0,1
588848900980539000,166.54908,0.73881844,0.074665,18.598083,16.725525,15.861493,15.483274,15.1683,2.183898,0.957441,1.488916,0.888546,10.881521,27,0.86199999,0.063,0,0,1
588848901517475000,166.79555,1.1240776,0.142406,19.225315,18.234936,17.5933,17.197187,16.994202,1.442984,0.759546,1.156457,0.754645,10.627264,28,0.58099997,0.116,0,0,1
588848900443865000,166.96878,0.36208999,0.184145,19.959782,18.647268,17.72344,17.287968,16.969469,4.595139,0.894966,2.112056,0.897773,10.923835,58,0.28999999,0.68199998,1,0,0
587722983345029000,167.05798,0.06399656,0.0815,20.306265,18.484919,17.620333,17.253363,16.922194,1.739212,0.75113,1.039107,0.789829,10.260623,41,0.52999997,0.27500001,0,1,0
588848900443930000,167.14663,0.21605911,0.0421,18.18223,16.990526,16.632566,16.385986,16.245342,8.001016,0.711711,3.715568,0.699998,9.513094,35,0.255,0.745,0,0,1
588848900443930000,167.19346,0.3369204,0.088654,18.983717,17.883644,17.410435,17.119278,16.963238,4.483934,0.921591,2.04196,0.921581,9.947454,34,0.204,0.391,0,0,1
587722983881965000,167.22699,0.46883625,0.089819,18.979301,17.512619,16.935654,16.626261,16.421787,10.235807,0.921527,3.41087,0.982133,10.421451,30,0.183,0.73299998,0,0,1
588848900980867000,167.37015,0.6745128,0.05623,18.899408,17.613291,17.06077,16.783207,16.625355,12.31817,0.526876,4.685747,0.554177,9.779524,25,0.116,0.83600003,0,0,1
587722983882162000,167.69207,0.59287527,0.184867,21.022886,18.568947,17.336035,16.845627,16.496265,2.488476,0.570662,1.352557,0.626534,11.334609,58,0.80900002,0.119,0,0,1
587722984419033000,167.68313,0.95472639,0.118375,19.626003,18.108475,17.471077,17.093311,16.957462,9.890208,0.384273,3.64902,0.416289,10.571383,54,0.118,0.77100003,0,0,1
588848900444258000,167.98217,0.4103221,0.072608,18.411129,17.087254,16.478542,16.149897,15.901211,10.714874,0.332874,4.690184,0.35074,10.406645,33,0.016,0.98400003,1,0,0
588848900981194000,168.12493,0.64127384,0.193673,20.3636,18.317286,17.021723,16.541307,16.251642,3.476422,0.755217,1.856996,0.764792,11.468943,73,0.91799998,0.055,0,1,0
588848900444455000,168.32378,0.29664249,0.049089,18.767143,17.344419,16.675325,16.33754,16.038776,5.116269,0.659899,2.731761,0.670812,10.066935,29,0.329,0.59500003,0,0,1
587722981735596000,169.73949,-1.1913831,0.065821,19.679024,17.699606,16.799234,16.267199,15.883812,8.151457,0.381618,3.808773,0.397367,10.683775,51,0.146,0.82800001,0,0,1
587722982809468000,170.1077,-0.34793303,0.099943,20.008465,17.802334,16.773499,16.308041,15.937102,3.298259,0.318307,1.948178,0.357397,11.093646,23,0.114,0.264,0,0,1
588848899371499000,170.17279,-0.61391776,0.087706,18.491407,17.494194,17.067493,16.755316,16.651957,1.766944,0.900029,1.289199,0.899904,10.106992,22,0.38600001,0.292,0,0,1
587722981735530000,169.61759,-1.1052842,0.156393,20.787714,18.57032,17.419008,16.925085,16.55965,1.927324,0.516688,1.227969,0.519137,11.163299,65,0.59299999,0.23800001,0,0,1
587722981735530000,169.61901,-1.1365753,0.073372,18.670416,16.662544,15.800489,15.383365,15.075993,2.594914,0.64852,1.828554,0.614172,11.000924,37,0.54799998,0.04,0,0,1
588848899908305000,170.10074,-0.09213785,0.101484,19.553028,18.178953,17.55669,17.201479,16.979834,8.404181,0.688543,3.23829,0.731823,10.258236,52,0.075,0.87699997,0,0,1
588848899908239000,169.87243,-0.0892539,0.102658,19.161951,17.342119,16.440001,16.050814,15.717067,4.399214,0.483117,2.634229,0.514222,10.939163,33,0.37,0.63,1,0,0
587722982809272000,169.67904,-0.36162999,0.040571,16.813696,15.502206,14.878753,14.584286,14.332936,19.11512,0.728069,7.51063,0.699981,10.510079,35,0.026,0.97399998,1,0,0
587722981735334000,169.24767,-1.1413667,0.059073,18.400335,17.54302,17.502687,17.287165,17.370953,1.554047,0.692537,1.138874,0.718778,9.051392,53,0.38499999,0.25400001,0,0,1
587722982808944000,168.90221,-0.21457652,0.09885,19.487143,18.240267,17.668739,17.367899,17.131554,5.553212,0.314664,2.975708,0.34355,10.213319,36,0.084,0.76599997,0,0,1
587722982808813000,168.62138,-0.41569226,0.082448,19.865707,18.358393,17.628674,17.220215,16.898123,5.116688,0.303914,2.663269,0.335681,10.278809,54,0.101,0.84200001,1,0,0
587722982271877000,168.45178,-0.70089573,0.04805,17.940737,16.913609,16.550159,16.300896,16.169676,11.031132,0.281552,5.030906,0.284583,9.669775,22,0.033,0.92000002,1,0,0
588848899907649000,168.54129,-0.13573419,0.10025,19.221581,18.05773,17.282593,16.656481,16.467833,1.56188,0.495088,1.20992,0.529217,10.705299,49,0.098,0.155,0,0,1
587722982808813000,168.53193,-0.38365696,0.100598,19.996685,18.294558,17.329563,16.896854,16.495062,1.496394,0.700809,1.147707,0.713344,10.705989,21,0.39300001,0.45300001,0,0,1
587722982271615000,167.79187,-0.76886137,0.063682,19.486542,17.668076,16.805532,16.405636,16.086123,1.38793,0.847029,1.161056,0.822123,10.447543,18,0.67500001,0.32499999,0,0,1
588848899370713000,168.31232,-0.47467849,0.074716,18.727367,17.544621,16.931034,16.523796,16.331312,4.117512,0.560343,2.292616,0.57769,10.331171,28,0.31400001,0.59899998,0,0,1
588848900981260000,168.23462,0.72564015,0.096481,18.45682,16.538673,15.611102,15.20567,14.885778,4.181776,0.808113,2.373117,0.785941,11.349057,18,0.36300001,0.071,0,0,1
588848900444586000,168.68176,0.37861084,0.109106,20.398321,18.366529,17.385086,16.941746,16.620979,1.412192,0.380534,1.082024,0.44567,10.73589,27,0.72500002,0.20100001,0,0,1
587722983345619000,168.47863,0.07757178,0.039849,20.12995,18.257065,17.520321,17.17119,16.900589,3.894222,0.915509,1.850886,0.92933,9.583181,64,0.76800001,0.12899999,0,0,1
587722983345815000,168.868,0.11797149,0.028358,18.321629,17.581673,17.3535,17.231045,17.107132,3.104272,0.288369,1.892146,0.324983,8.630418,23,0.56,0.35299999,0,0,1
587722983882752000,169.03888,0.57352981,0.02889,16.723318,15.431338,14.804547,14.468771,14.221661,23.81842,0.556814,9.363983,0.531654,10.296521,31,0,0.96799999,1,0,0
587722983345946000,169.136,0.10766104,0.100876,19.022326,17.688631,17.077948,16.767183,16.530867,11.476925,0.90726,3.826587,0.931255,10.400233,33,0.145,0.81699997,0,0,1
587722983882948000,169.519,0.48862459,0.160276,20.256985,18.510656,17.558416,17.178707,16.917799,0.933689,0.902582,0.801727,0.897534,10.774605,18,0.55199999,0.093,0,0,1
587722983882948000,169.42999,0.59901209,0.107197,20.685427,18.904419,17.949686,17.535578,17.213139,1.440953,0.726168,0.805247,0.774113,10.517656,31,0.40000001,0.49000001,0,0,1
587722983346077000,169.47185,0.1291819,0.100614,18.62171,17.625029,17.301929,17.067362,16.994432,1.598012,0.940101,1.029522,0.999827,9.839614,56,0.206,0.46599999,0,0,1
