id,redshift,mag_u,mag_g,mag_r,mag_i,mag_z,deVRad_r,deVAB_r,expRad_r,expAB_r,stellar_mass,class
588848901514985000,0.115454,19.890923,18.155783,17.148029,16.641514,16.236773,5.832176,0.291881,2.733979,0.358064,11.0684,1
587728949589377000,0.072392,18.90156,16.975275,16.094467,15.683048,15.372628,2.932572,0.855905,1.844959,0.813525,10.839005,0
588848900441440000,0.114774,19.69628,17.763861,16.765997,16.355661,16.006929,1.786924,0.365526,1.295442,0.444967,11.003122,1
587728949589770000,0.092534,19.323303,17.35182,16.368031,15.912238,15.547519,4.278762,0.318993,2.529917,0.38069,11.094367,1
587728950126641000,0.03844,17.347986,15.348553,14.489783,14.070655,13.706329,6.393205,0.643681,3.663013,0.680601,10.97278,0
587728950126772000,0.104415,20.248804,18.551561,17.615442,17.169998,16.931152,1.731213,0.471204,1.321224,0.569882,10.548285,1
588848899905355000,0.136025,19.076412,17.692659,16.918821,16.514004,16.262554,4.105917,0.31988,2.373353,0.353548,10.933655,1
588848899368353000,0.129522,19.578983,18.223131,17.473036,17.058592,16.758173,3.920702,0.449974,2.069731,0.512966,10.691941,1
588848901515575000,0.097757,18.400234,16.501894,15.523481,15.107433,14.761383,3.551824,0.714846,2.012889,0.734826,11.375508,0
587728950126837000,0.098406,19.302397,17.556095,16.642262,16.213446,15.872356,4.857446,0.308987,3.015596,0.329251,10.899098,1
587728949589901000,0.096184,19.318193,17.468813,16.56251,16.150169,15.822382,2.140409,0.514431,1.480217,0.557163,10.85965,0
587728949053358000,0.058096,17.799118,16.372616,15.645056,15.24433,14.95358,6.901798,0.750004,3.667198,0.73948,10.72049,1
587728950127493000,0.085056,18.598822,17.027925,16.309929,15.863899,15.563894,8.395719,0.298166,3.913298,0.346272,10.852767,1
587728949053948000,0.079974,17.908148,16.764326,16.193815,15.829305,15.661302,4.170896,0.843321,2.305235,0.867827,10.621856,1
588848899906339000,0.254324,21.244703,19.218147,17.706541,17.179407,16.830223,2.776332,0.778887,1.288636,0.828832,11.533341,0
587722982538674000,0.075674,18.797585,17.660816,17.188822,16.80607,16.582474,5.667755,0.34999,2.886408,0.375413,10.097262,1
588848900979425000,0.170654,21.034924,18.762377,17.608969,17.102718,16.690685,3.215405,0.352687,1.854807,0.414273,11.172583,1
588848899907584000,0.101549,18.790234,17.343052,16.600082,16.203398,15.94441,7.750155,0.54645,3.386237,0.572859,10.776646,1
588848899907453000,0.124477,18.70146,17.596405,16.918562,16.559254,16.324791,2.887266,0.725132,1.830697,0.680676,10.737457,1
588848899906994000,0.111838,18.13443,17.22436,16.631821,16.281197,16.106028,6.372233,0.577067,2.968117,0.569121,10.745495,1
587722983882227000,0.025053,17.880289,16.213451,15.456729,15.071957,14.735248,29.667978,0.18905,14.959273,0.164121,10.132849,1
587722983345356000,0.095388,18.811678,17.638571,17.06148,16.74806,16.5408,10.240445,0.788538,3.642045,0.794883,10.370723,1
587722981735530000,0.072618,20.727074,18.525293,17.72879,17.228436,16.877518,9.170414,0.16749,4.241733,0.197729,10.221164,1
587722982809272000,0.103075,18.838238,17.509092,16.939709,16.642134,16.422829,10.43733,0.772028,3.824219,0.78522,10.407873,1
588848898834104000,0.131687,19.663063,17.938232,17.033077,16.620262,16.274004,2.549854,0.608721,1.59974,0.669442,10.946097,1
587722982808813000,0.108905,20.25601,18.246975,17.240767,16.835207,16.481159,1.502852,0.358976,1.079365,0.47052,10.788675,1
587722982271877000,0.069363,19.267414,17.586184,16.762154,16.259161,15.860233,9.592587,0.163192,4.773317,0.175204,10.714804,1
587722981735071000,0.077931,18.531815,16.802662,16.032051,15.637041,15.368673,14.195696,0.484514,5.412815,0.522229,10.802259,1
588848901518065000,0.073749,18.220476,16.33868,15.43306,15.023602,14.700485,3.29215,0.956907,1.922866,0.936426,11.131534,0
588848900444651000,0.143575,19.274275,17.32638,16.208271,15.761096,15.426072,2.928232,0.873927,1.803052,0.827313,11.496923,0
587722983345881000,0.075881,17.961985,15.919906,15.009662,14.608119,14.287963,4.362661,0.592326,2.905847,0.585714,11.341084,0
588848900444717000,0.076537,19.133015,17.850885,17.321566,16.960388,16.782116,6.576638,0.377954,3.104252,0.403896,10.05383,1
588848900445110000,0.103779,19.072077,17.815971,17.18371,16.812891,16.602402,6.371684,0.691897,2.714296,0.735305,10.471227,1
587722982272925000,0.040784,16.9534,15.851829,15.32593,15.038229,14.825547,2.934608,0.953906,2.305539,0.927587,10.260388,0
588848899908960000,0.103461,20.298845,18.324476,17.215452,16.726126,16.319643,2.742185,0.207246,1.851122,0.243708,10.830381,1
587722982809796000,0.131552,19.919333,17.806982,16.76737,16.355604,15.999352,2.704639,0.680196,1.792099,0.663557,11.193818,0
588848899908436000,0.068951,18.482937,17.089457,16.403664,16.009659,15.745012,4.550686,0.549981,2.431115,0.582311,10.517849,1
587722982809600000,0.100474,19.377024,17.660667,16.768925,16.336323,16.004522,2.575203,0.414721,1.855495,0.440902,10.848815,1
588848899908436000,0.101776,19.611448,17.682178,16.679634,16.270601,15.897034,2.352108,0.840263,1.462871,0.82854,10.968865,0
587722982272270000,0.143022,19.159777,17.894773,17.118355,16.724846,16.416634,5.424684,0.754914,2.592115,0.784723,10.884817,1
587722984419885000,0.024995,19.275118,17.56102,17.114584,16.898609,16.820744,23.820456,0.787466,6.71377,0.845933,8.863261,1
588848900982243000,0.104152,19.87359,17.988045,16.96619,16.512291,16.163937,1.960904,0.485157,1.441624,0.535802,10.900363,1
588848900982309000,0.064053,18.739798,17.618479,17.114622,16.828369,16.724022,16.587391,0.482403,5.669674,0.510841,9.788472,1
588848900445569000,0.145719,18.387802,17.238665,16.576702,16.212469,15.943053,8.631742,0.777426,3.722317,0.782198,10.976286,1
588848901519245000,0.070314,18.329597,16.466791,15.51399,15.039289,14.677581,4.279473,0.855145,2.404225,0.838368,11.182317,0
587722984420540000,0.141661,20.094963,18.49655,17.557751,17.15188,16.831564,0.905604,0.948254,0.77615,0.913339,10.822927,0
588848899909615000,0.039845,17.366114,15.910295,15.373796,15.067284,14.959082,29.668388,0.704157,10.139806,0.678208,10.084607,1
588848899909484000,0.06863,17.576765,16.329958,15.718423,15.380095,15.152984,20.011883,0.850446,6.530555,0.862227,10.599581,1
588848899372417000,0.104098,19.363819,18.041609,17.424179,17.091711,16.836029,7.939698,0.549992,3.380713,0.566097,10.327422,1
588848898835415000,0.145677,19.875921,17.795753,16.674702,16.230667,15.897271,3.521295,0.799853,1.880679,0.813182,11.312201,0
588848900445503000,0.098405,19.79818,18.073555,17.144415,16.756542,16.40103,2.17112,0.705307,1.229633,0.729311,10.67143,1
588848900446224000,0.104039,18.992582,17.741182,17.026348,16.641266,16.368469,4.930339,0.749826,2.303607,0.773805,10.627006,1
587722983884324000,0.130971,19.6436,18.252802,17.481356,17.05389,16.773777,2.532542,0.608326,1.50936,0.602586,10.5952,1
588848900446486000,0.123078,19.36508,17.987375,17.22525,16.827711,16.593109,7.938796,0.511261,3.304881,0.528751,10.700577,1
587722983884521000,0.198783,19.617804,17.763487,16.730679,16.258085,15.937215,6.631183,0.669957,3.522593,0.663194,11.518345,0
587722982811107000,0.134997,20.332623,18.53384,17.520527,17.097281,16.765221,1.417426,0.258653,1.070839,0.329331,10.842941,1
587725073921343000,0.067621,18.389526,16.572372,15.69911,15.304928,15.003529,3.583117,0.540476,2.78099,0.517691,10.892959,1
587725074458476000,0.130481,19.66095,17.573235,16.495796,16.073343,15.739733,2.489196,0.746834,1.514768,0.764579,11.299431,0
588848899360882000,0.071631,17.889744,16.47356,15.851739,15.514737,15.291343,10.788326,0.949973,4.498548,0.976837,10.610968,1
587725074994757000,0.121246,20.098318,18.37571,17.496716,17.000546,16.655806,4.682681,0.223756,2.488648,0.27876,10.807824,1
587725074995282000,0.057323,18.556866,16.973677,16.227938,15.850683,15.592772,3.29758,0.468577,2.138998,0.496517,10.440646,0
588848898825191000,0.089717,19.800364,18.01762,17.147051,16.671312,16.343542,7.094733,0.199875,3.667777,0.232552,10.649763,1
588848899899195000,0.13917,19.246933,17.336941,16.213661,15.742192,15.413713,3.906681,0.978754,1.996759,0.991495,11.504099,0
587728948510326000,0.091934,19.555147,17.723171,16.791172,16.372509,16.057735,2.697017,0.994689,1.603142,0.983834,10.777965,1
587728947973128000,0.089113,18.641113,17.688337,17.338882,17.051538,16.948071,9.876565,0.349965,4.016885,0.395176,9.847684,1
588848898824274000,0.065225,18.264938,16.846075,16.108036,15.683886,15.375194,12.365164,0.212554,6.020188,0.223618,10.678596,1
587725074995347000,0.124924,20.286589,17.902348,16.948818,16.420929,16.182148,4.812056,0.317369,2.474838,0.369758,11.045128,1
588848899897622000,0.145914,19.142021,17.681461,16.987658,16.534847,16.318411,7.389447,0.318877,3.392348,0.354596,10.942992,1
587727942421512000,0.053289,18.33115,17.149361,16.610073,16.294859,16.124023,9.225364,0.342987,4.116024,0.386613,10.005966,1
587726031696887000,0.123152,19.468838,17.430679,16.385151,15.967137,15.595978,2.170635,0.782407,1.236378,0.785516,11.258242,0
587728948510261000,0.090887,20.04347,18.082771,17.184505,16.787857,16.442989,2.722733,0.458699,1.5907,0.510962,10.5843,1
587728948510195000,0.135437,19.173622,17.748672,17.027872,16.663641,16.430437,4.210474,0.9108,2.147959,0.950698,10.795023,1
587728949046935000,0.150916,20.422724,18.019482,17.08066,16.621479,16.28228,3.6779,0.380273,2.117423,0.427655,10.956486,1
587728949046804000,0.082344,18.756535,17.497038,16.99255,16.659487,16.47138,5.952206,0.553213,2.633489,0.596563,10.163639,1
588848900704043000,0.255034,21.037024,18.801497,17.343143,16.821672,16.48634,5.653701,0.762992,2.374838,0.761936,11.618169,0
587727942422823000,0.110199,19.140541,17.120373,16.104195,15.639837,15.290226,3.083201,0.831131,1.897408,0.814724,11.330122,0
588848899898081000,0.069406,19.756844,18.262348,17.372263,16.941862,16.624069,6.373836,0.168298,3.080048,0.212134,10.303443,1
587725074458476000,0.130267,20.349274,18.571251,17.505671,17.074087,16.725342,4.259933,0.307954,2.421796,0.351769,10.862069,1
588848899897950000,0.062409,20.665298,18.215244,17.177273,16.631941,16.265388,5.873212,0.210796,2.957807,0.244162,10.543197,1
587725074995216000,0.128572,20.734928,18.66489,17.602978,17.101538,16.724588,3.467193,0.221731,2.18915,0.286026,11.047936,1
587725073921081000,0.218462,21.12295,18.979631,17.658751,17.130629,16.804459,1.593873,0.874249,0.993634,0.87709,11.332136,0
587725074994692000,0.083204,18.669529,17.24691,16.517879,16.170156,15.905517,9.890841,0.823779,4.086681,0.802003,10.591818,1
588848900435083000,0.069889,18.053465,16.810108,16.348108,16.046177,15.852416,7.630602,0.569066,3.291429,0.616747,10.264571,1
588848900435017000,0.062969,18.891226,17.274464,16.548338,16.147764,15.855355,7.023015,0.606623,3.138736,0.610088,10.426357,1
588848900971954000,0.143088,19.313614,17.071852,15.950795,15.52046,15.174139,3.653903,0.697098,1.953789,0.71154,11.598298,0
587725075532480000,0.073694,19.174034,17.890936,17.365381,17.012075,16.776196,13.250173,0.327212,4.628617,0.365401,10.065527,1
587725073922064000,0.138866,19.361034,18.140434,17.4284,17.056917,16.806414,6.372342,0.939492,2.644323,0.930996,10.652787,1
587725073922064000,0.036807,18.47086,17.035631,16.356174,15.951682,15.658212,14.13503,0.156153,6.07143,0.182825,10.064539,1
587725074459001000,0.079104,18.127579,16.955259,16.393476,16.022722,15.844383,8.848601,0.591407,3.668144,0.618276,10.49521,1
587727942422233000,0.093593,19.856812,17.947405,17.028143,16.631054,16.288712,1.601604,0.668793,1.19806,0.709808,10.725772,1
588848900435476000,0.084409,18.078241,16.370152,15.533135,15.133678,14.804403,6.468837,0.60313,3.774722,0.609406,11.11386,1
587728947973652000,0.085444,19.820717,18.264822,17.303669,16.836496,16.445971,3.185467,0.295127,1.882418,0.346997,10.573412,1
588848899899588000,0.091469,20.051153,18.47418,17.609039,17.126759,16.790304,3.26798,0.321188,1.920581,0.370529,10.530686,1
587728948510720000,0.091266,18.719925,17.649935,17.315275,17.062122,17.016911,3.741052,0.816767,1.845326,0.834917,9.990554,1
588848899899457000,0.072805,18.819588,17.660652,17.096296,16.69619,16.456722,7.354189,0.357866,3.29871,0.390216,10.212843,1
587728948510654000,0.221881,20.333248,18.262247,16.886217,16.389109,16.070484,4.731571,0.663538,2.075464,0.708106,11.652885,0
587728949047394000,0.073422,17.927593,16.6481,16.139599,15.832664,15.633252,11.647572,0.946932,4.571912,0.940518,10.401039,1
587728948510523000,0.137632,20.192585,18.011755,16.941999,16.498343,16.160847,1.894028,0.690697,1.195085,0.710827,11.157138,0
588848899899392000,0.170559,20.377054,18.321497,17.129498,16.648218,16.331812,1.767758,0.742682,1.051385,0.787043,11.285978,0
588848900973002000,0.086334,18.426641,17.367413,16.931646,16.61035,16.481569,9.712493,0.433105,3.983907,0.463175,10.088448,1
588848900972937000,0.125585,18.834402,17.57688,16.895962,16.482307,16.23675,4.10664,0.556334,2.096992,0.604978,10.819378,1
588848900973068000,0.064226,20.016066,18.354771,17.401293,16.830517,16.382658,7.326661,0.288542,3.054606,0.344634,10.589207,1
587725074458476000,0.121018,18.875586,16.971506,15.966963,15.55831,15.233639,3.563266,0.803038,1.930566,0.813502,11.352385,0
588848899897884000,0.063181,19.479549,17.596207,16.708845,16.317247,15.968415,1.186059,0.582364,0.964249,0.588356,10.468087,0
588848899897753000,0.090989,19.497934,18.00913,17.182423,16.701313,16.376755,5.113619,0.19418,2.60513,0.263144,10.706518,1
588848899897622000,0.097779,19.605341,18.311399,17.671524,17.259008,17.035353,5.115261,0.274044,2.688139,0.302235,10.2882,1
588848898823684000,0.141531,19.927017,17.792225,16.681211,16.225088,15.884263,2.547911,0.927546,1.508397,0.892814,11.292622,0
588848900971430000,0.163877,20.471794,18.527163,17.505157,16.976908,16.629599,4.963039,0.182129,2.558149,0.241614,11.117112,1
588848900434493000,0.153336,20.585615,18.599323,17.463808,16.978371,16.680901,2.73052,0.288301,1.895439,0.334202,11.065283,1
588848900971495000,0.037979,18.147352,16.797766,16.109142,15.734927,15.45981,3.06876,0.649868,1.97391,0.642195,10.115498,0
588848899897819000,0.03674,18.020529,16.192995,15.359324,14.985031,14.667966,3.058379,0.64806,2.254528,0.612716,10.488583,0
587725074995019000,0.145474,18.846579,17.731039,17.097925,16.751572,16.584059,3.724344,0.721984,1.995025,0.740531,10.678947,1
588848900434690000,0.20096,20.260792,18.504202,17.327219,16.8519,16.541,4.10567,0.753748,2.043797,0.790523,11.27951,0
587725074995347000,0.179951,19.360245,18.186281,17.269979,16.860125,16.699327,4.49241,0.999946,2.501912,0.970911,11.042638,0
587725076069154000,0.062908,18.881134,16.903086,16.009415,15.622785,15.319951,6.800698,0.730536,2.965771,0.759206,10.738909,0
587725076069154000,0.062302,17.782433,16.38862,15.725829,15.352841,15.154677,23.834427,0.610201,7.871344,0.617667,10.648973,1
587725074458345000,0.053603,19.323534,18.204466,17.684366,17.337729,17.086212,4.96531,0.18231,2.689305,0.219386,9.644127,1
587725073920950000,0.150483,19.309467,18.029837,17.21751,16.786205,16.520618,2.679888,0.63094,1.792049,0.624043,10.946856,1
587725075531759000,0.122344,19.776567,18.30871,17.519133,17.127222,16.85993,3.604364,0.601436,1.943982,0.642603,10.572566,0
587725076068827000,0.122353,19.96649,17.43162,16.552849,16.148691,15.864312,5.751913,0.664172,2.827744,0.667484,10.909369,1
587725076069155000,0.219376,21.488541,18.848267,17.413431,16.869987,16.529879,2.103142,0.706824,1.198366,0.688439,11.556696,0
587725073921540000,0.064589,19.125183,17.310247,16.468678,16.049877,15.727283,4.291753,0.264075,2.605877,0.309313,10.564857,1
588848899898081000,0.121576,18.181562,17.118076,16.589378,16.260221,16.108959,6.417185,0.799988,2.935496,0.788417,10.632874,1
587725075531628000,0.09791,18.772955,17.344849,16.638134,16.246613,16.002357,6.748782,0.587858,3.13341,0.612437,10.691174,1
587725074994692000,0.090184,19.859219,18.094994,17.289984,16.946112,16.659754,1.368914,0.512874,1.16233,0.567387,10.353078,0
588848900971495000,0.036383,18.777739,16.992737,16.171343,15.786848,15.482763,2.500875,0.585243,1.77826,0.537626,10.142702,0
588848900971561000,0.124128,20.666796,18.71879,17.711321,17.229998,16.8571,3.22351,0.357255,1.882094,0.401929,10.875578,1
588848899898146000,0.062114,18.869713,17.008316,16.16922,15.786328,15.495928,2.471464,0.710238,1.565251,0.722085,10.608024,0
587725074458411000,0.130273,19.269144,17.397785,16.259995,15.797278,15.421081,4.103652,0.836711,2.005494,0.874454,11.441894,0
588848899897884000,0.030742,17.026072,15.32236,14.527273,14.161753,13.844401,12.348364,0.468436,5.91161,0.464218,10.591939,1
587725073921212000,0.098544,19.992132,18.201561,17.132992,16.628374,16.200546,3.304865,0.240403,2.043643,0.287798,10.954293,1
587725073921081000,0.060792,18.760906,16.998793,16.079863,15.673207,15.366477,4.219231,0.431281,2.508881,0.468014,10.750274,1
587725073921343000,0.203882,20.630999,18.608576,17.248642,16.768534,16.435246,2.55374,0.753624,1.297536,0.818894,11.439088,0
588848898823946000,0.204645,20.445875,18.376966,17.083307,16.56797,16.251966,3.144958,0.919655,1.622007,0.956248,11.49399,0
587725074995216000,0.062261,19.78266,17.876785,16.928961,16.510256,16.189266,3.432274,0.412808,1.978815,0.462506,10.413597,1
587725074458345000,0.05255,20.243526,17.854494,16.927973,16.448582,16.07078,8.305968,0.22201,4.074699,0.256134,10.414455,1
588848899360882000,0.20313,19.347897,18.215445,17.423302,17.0613,16.833389,7.063881,0.907078,2.965678,0.898555,10.95213,1
588848900971495000,0.082593,19.526085,17.676306,16.791973,16.373686,16.048414,2.889578,0.282309,1.981427,0.328593,10.663533,1
587725076068696000,0.124464,19.762684,17.674183,16.584311,16.135138,15.797701,3.66471,0.443619,2.289484,0.472007,11.255862,1
587725076068892000,0.143772,19.240517,17.904911,17.044991,16.645721,16.357935,6.710617,0.446943,3.120379,0.476091,10.898316,1
587725074458542000,0.124516,20.043659,18.216095,17.169661,16.725538,16.413717,2.102914,0.56449,1.30188,0.603096,10.946429,1
588848898824077000,0.127658,20.003704,18.5417,17.764111,17.34066,17.10354,2.286448,0.807319,1.444946,0.778559,10.526115,1
588848899897688000,0.062601,17.696417,16.704174,16.29718,15.99473,15.875173,6.906946,0.603441,3.640923,0.524017,10.071566,1
587725075531628000,0.146938,19.666002,18.221626,17.363899,16.95718,16.678656,3.654759,0.593632,1.968624,0.618848,10.818724,1
588848900971823000,0.14292,18.93927,17.789452,17.048447,16.705654,16.466421,8.700833,0.800028,3.27178,0.824965,10.788263,1
588848899898016000,0.045673,19.165264,17.778448,17.232689,16.933041,16.703854,22.289633,0.149999,6.968901,0.199979,9.605917,1
587725074995019000,0.125417,20.79529,18.513792,17.39617,16.824903,16.385506,6.405761,0.212154,3.037823,0.26447,11.158933,1
587725073921147000,0.146138,19.155111,17.874741,17.046585,16.65527,16.348022,9.909697,0.873882,3.853961,0.828196,10.955033,1
587725073921147000,0.071563,19.558758,17.719999,16.895231,16.546907,16.24888,2.209981,0.202295,1.630208,0.257328,10.364848,1
587725076068630000,0.197396,24.691055,18.609446,17.322205,16.840137,16.470734,4.020255,0.566911,1.896705,0.58788,11.366684,0
588848900434559000,0.02525,16.595888,14.981045,14.194166,13.797149,13.435874,23.810062,0.260384,11.060564,0.238074,10.640858,1
588848900434821000,0.119759,18.798122,17.738201,17.014925,16.638281,16.515167,11.143611,0.824311,3.668865,0.84116,10.644634,1
587726031697084000,0.085771,19.584938,17.886206,17.097832,16.677176,16.384785,8.163887,0.323758,3.590968,0.352443,10.523621,1
587725074995413000,0.080062,19.519123,17.314116,16.288492,15.796569,15.434633,6.372366,0.325979,3.234737,0.372161,11.073065,1
587725076069220000,0.098252,18.751513,17.424126,16.699348,16.323254,16.07358,10.192978,0.539439,3.901251,0.559659,10.715899,1
587728947973193000,0.046558,18.571951,17.443419,17.014545,16.736135,16.534359,14.644987,0.205697,5.531333,0.232744,9.622324,1
588848899360817000,0.164024,20.612118,18.655022,17.523083,17.061878,16.7416,1.276848,0.947733,0.936392,0.907917,11.03063,0
587725074994757000,0.12245,19.324259,17.984207,17.325993,16.935841,16.729073,5.116294,0.575372,2.557316,0.589605,10.513167,1
587725074994823000,0.122503,18.837635,17.632412,16.90943,16.472338,16.247118,3.640378,0.506094,2.228097,0.478403,10.832826,1
587725074994888000,0.036716,18.75238,17.204157,16.460077,16.044027,15.692411,7.284635,0.257144,3.769502,0.285117,10.0747,1
588848900971560000,0.036158,16.865034,14.938109,14.059322,13.642623,13.351256,5.875634,0.792474,4.276046,0.732129,11.107773,0
587725075531890000,0.030378,17.007956,15.474277,14.776608,14.439215,14.182729,11.663849,0.654788,5.407562,0.612334,10.390665,0
588848900434624000,0.125636,19.21821,17.493359,16.565645,16.116617,15.760608,4.486687,0.49166,2.457799,0.518222,11.149197,1
588848900972544000,0.012555,15.311253,13.420912,12.534007,12.070313,11.729467,9.640673,0.564228,9.024636,0.431181,10.815095,1
588848900972806000,0.089443,19.471647,18.191643,17.487249,17.121223,16.854906,3.633489,0.631089,1.9683,0.65786,10.266414,1
588848900435935000,0.126105,18.959316,16.995541,15.936192,15.502896,15.141389,3.682632,0.868003,2.019577,0.907368,11.468082,0
588848899899654000,0.09009,18.206915,16.265688,15.322318,14.895564,14.561631,4.549323,0.961127,2.412785,0.964732,11.369571,0
587728948510785000,0.087836,18.078646,16.664135,15.991819,15.620958,15.343863,9.187494,0.774911,4.059135,0.767894,10.899947,1
587728948510851000,0.137811,19.666117,18.047264,17.02849,16.516125,16.125668,6.581237,0.186329,3.56558,0.229252,11.234259,1
588848899362521000,0.081498,19.234625,18.114382,17.657988,17.351837,17.215681,6.479839,0.425167,2.967435,0.450009,9.816175,1
588848899899654000,0.042814,17.33213,15.97839,15.472182,15.176254,14.982747,9.886518,0.857422,4.295115,0.854344,10.249808,1
587728947973587000,0.093775,19.698898,17.787142,16.868935,16.459557,16.158962,1.985707,0.327242,1.519631,0.378536,10.771271,1
588848899899457000,0.166178,20.249058,18.547632,17.462078,16.924047,16.497969,6.578819,0.299965,3.072689,0.349999,11.271772,1
587728949047132000,0.074574,19.339911,17.645273,16.821043,16.385962,16.033325,2.37153,0.43057,1.545858,0.504984,10.609027,1
588848899898867000,0.127313,19.952684,18.28289,17.313095,16.922117,16.622633,1.940231,0.644988,1.256305,0.667102,10.770327,1
588848900167172000,0.045653,16.333923,15.170926,14.638643,14.336746,14.113223,8.794049,0.89992,4.991807,0.88693,10.626868,1
587725074995806000,0.132776,19.251297,17.561157,16.747602,16.297001,16.008089,3.306103,0.442915,1.999127,0.49007,11.038693,1
587725074459001000,0.085035,19.852703,18.296413,17.464838,17.02421,16.706276,5.518934,0.349939,2.601376,0.38248,10.441669,1
587725074458804000,0.095238,19.162802,17.748211,17.054087,16.674406,16.405273,7.938497,0.691504,3.216611,0.700974,10.519066,1
587725076069351000,0.217805,20.725355,18.709454,17.352013,16.855011,16.536142,1.835318,0.798408,1.015401,0.84431,11.499575,0
588848900972216000,0.080814,18.986212,17.506441,16.769703,16.339462,16.07552,5.290665,0.418212,2.865461,0.420937,10.569987,1
587727942422429000,0.020542,16.827549,15.039265,14.275055,13.906213,13.642011,4.593088,0.67792,3.051308,0.639411,10.371941,0
588848898825060000,0.13728,19.781012,17.795301,16.749935,16.253363,15.864105,6.023959,0.299994,2.960823,0.34013,11.290095,1
588848898825060000,0.090429,18.949553,17.300203,16.408033,15.927003,15.584323,6.661297,0.272313,3.699452,0.306775,11.019936,1
588848899898933000,0.21358,20.380526,18.453924,17.221481,16.73077,16.38249,2.255169,0.782832,1.272257,0.794944,11.420966,0
588848899898933000,0.084207,18.354168,17.308197,16.852898,16.520269,16.422709,8.026402,0.920021,3.217513,0.902918,10.174047,1
587725074458542000,0.062958,20.080778,18.266268,17.422819,16.945148,16.604977,16.891417,0.125893,6.016777,0.16833,10.25896,1
587725075532546000,0.204656,19.60269,18.363955,17.487711,17.069742,16.808969,8.247169,0.465724,3.727756,0.497038,11.071965,1
587725075532546000,0.080721,18.164831,16.790142,16.127634,15.766687,15.510886,11.284876,0.377028,5.071856,0.390235,10.692915,1
587728948510064000,0.068817,19.208828,17.534134,16.720995,16.327681,16.010475,2.332464,0.545734,1.539479,0.536259,10.449792,1
587727942422757000,0.13191,20.219175,18.240749,17.265434,16.83481,16.481354,3.853159,0.479556,2.078743,0.510576,10.766678,1
588848900435869000,0.046196,17.34411,16.002443,15.417176,15.082227,14.905353,19.386496,0.949992,6.59462,0.974058,10.343888,1
587728949584134000,0.081458,18.06525,16.682461,16.013195,15.616169,15.371171,13.23012,0.421924,5.405113,0.429896,10.815626,1
587728949584527000,0.17109,20.303295,18.26329,17.036415,16.532017,16.177637,3.505071,0.732948,1.828064,0.738193,11.400796,0
588848899901030000,0.095946,20.61952,18.49387,17.565575,17.141365,16.817078,0.768983,0.663061,0.71173,0.712681,10.524784,0
587728948511899000,0.107998,18.980875,17.594301,16.91221,16.542292,16.238224,7.921803,0.456987,3.581454,0.470979,10.684894,1
588848898825060000,0.137501,19.695187,18.387985,17.634146,17.225119,16.979391,5.113516,0.472378,2.452972,0.519338,10.617773,1
588848898825060000,0.083254,19.583757,17.699142,16.806618,16.410082,16.109842,1.476091,0.855221,1.04895,0.908818,10.633832,0
588848899899064000,0.020947,18.338678,16.404949,15.504768,14.990535,14.553243,6.808444,0.35039,3.253861,0.403824,10.279026,1
588848899898802000,0.146248,18.909134,17.495621,16.706636,16.303314,16.02404,1.673488,0.763469,1.218345,0.764015,11.056827,0
588848898824798000,0.271457,21.636997,18.895651,17.316341,16.780579,16.41577,2.842972,0.839594,1.50826,0.824067,11.77568,0
587725075532677000,0.163001,20.41226,18.412266,17.306774,16.891983,16.575899,1.406863,0.682173,0.962598,0.681914,11.079094,0
587725076069679000,0.142348,19.785212,17.880178,16.80279,16.35058,15.979943,2.189023,0.792067,1.253888,0.829049,11.248787,0
588848900972544000,0.094057,19.858765,18.356833,17.420279,16.910337,16.484991,5.76406,0.199967,3.048101,0.249986,10.899169,1
587728949583741000,0.079705,17.78191,15.868022,14.912902,14.475342,14.164018,4.634016,0.894557,2.894458,0.872191,11.438701,0
587725075532415000,0.063374,18.217226,16.467119,15.637215,15.260824,15.004914,2.848384,0.946717,1.612967,0.991522,10.797872,0
587728949047001000,0.094445,19.029129,17.889679,17.415953,17.112503,16.984383,9.064279,0.376488,3.571655,0.412148,10.069413,1
587725074458804000,0.215234,20.291288,18.586824,17.59837,17.2738,17.032347,0.846234,0.892454,0.746523,0.824868,10.916575,0
588848900435280000,0.069383,18.231531,16.651623,15.985497,15.596102,15.335183,15.34528,0.397163,5.724128,0.423315,10.662692,1
587727942422364000,0.088349,19.677923,18.344046,17.616673,17.160103,16.924004,4.884124,0.261442,2.62955,0.314486,10.305234,1
588848900972413000,0.142708,19.306589,18.146164,17.539371,17.198877,17.01623,6.079182,0.631047,2.642454,0.636836,10.486288,1
587728949583872000,0.213856,21.682308,18.975239,17.665575,17.173534,16.847759,1.537316,0.970615,0.996302,0.919929,11.284532,0
587728948511768000,0.182091,20.315794,18.430237,17.210932,16.709877,16.312193,3.746419,0.800383,1.869952,0.828155,11.381792,0
587728948511768000,0.066782,17.989334,16.522503,15.801383,15.400646,15.104029,7.940969,0.332459,4.146102,0.361679,10.760297,1
587728950122184000,0.183754,20.780888,18.51219,17.23321,16.755259,16.385031,1.805033,0.683648,1.18969,0.681284,11.368632,0
587728949049295000,0.187673,21.821653,18.625652,17.319639,16.837776,16.482422,2.154498,0.999782,1.177195,0.960183,11.390057,0
587728949586100000,0.079948,18.266438,16.485346,15.654555,15.290202,15.005638,2.68013,0.712275,1.897453,0.691661,10.956838,0
